"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","488c3e6a-cf03-4bd5-bbca-d072199ab5b3","","","","","","OIL-OP-150","Size","150ml","","","","","","","","","","","104.99","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9703b630-202c-4cd9-a5bc-6cc8b7747cab","","","","","","GE-OP-100","Size","100ml","","","","","","","","","","","94.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5f5fcdaf-9781-4868-a6a0-e9222a175217","","","","","","GE-OP-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"683b85de48d5382a29a58f45","671ecdf2-7b1a-4a97-b617-1be4d0ddfc46","PHYSICAL","substances-oils","william-untamed","Will To Live","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""/gilded-exotics"">A GILDED EXOTICS COLLECTION</a></h4><pre><code>Inspired By: Tuxedo, YSL</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong>Violet Leaf, Coriander, and Bergamot</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Rose, Black Pepper, and Lily-of-the-Valley</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Patchouli, Ambergris, and Bourbon Vanilla</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This scent doesn’t follow rules—it breaks them. Crisp violet leaf and zesty bergamot kick things off with a fresh, fearless spark. At the heart, rose and lily-of-the-valley mix with black pepper to keep things spicy and intriguingly floral. Finally, patchouli, ambergris, and bourbon vanilla bring the wild side—smoky, smooth, and irresistibly addictive.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Living Bold. Refined. Untamed.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Green. Elegant. Modern.</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-WTL-500","Size","500ml","","","","","","","","","","","159.99","129.99","Yes","Unlimited","/fall-season, /gilded-exotics-collection","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/decd0486-ba4f-4b21-8b06-7ec02ecf5457/will+to+live.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ab820650-ef0d-42fc-b51d-c2a55aac465c/will+to+live+bottle.jpeg"
"","c9631a97-bc99-4c4c-92cf-1ba364fe510e","","","","","","GE-WTL-150","Size","150ml","","","","","","","","","","","104.99","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","bb0c84b5-f381-4637-b304-1daa41331fae","","","","","","GE-WTL-100","Size","100ml","","","","","","","","","","","94.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3890ca02-e513-41c6-a8f3-213be6cacb9a","","","","","","GE-WTL-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"683b8ad9397acc7eac0c234a","56a46240-f3e4-4afb-b78a-a9b5d33e3c02","PHYSICAL","substances-oils","juice-theory","Juicy Theory","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Pacific Chill, Louis Vuitton</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Mint, Orange, Lemon, Black Currant, and Coriander</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes:</span></strong><span> Apricot, Basil, Carrot Seeds, and May Rose</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Fig, Dates and Ambrette.</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Starts off all bright and innocent—zesty citron, cool mint, and a splash of orange that says, “I’m sweet, I swear.” But wait for it… the apricot and basil come in hot, and things get juicy fast. By the time fig, dates, and ambrette show up, it’s less citrus grove, more slow-burn seduction.</p><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Bright, Citrusy, Beach</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-JT-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","/gilded-exotics-collection, /lightfresh-ish, /fruit-ish","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6d2bfa13-62f0-4764-a75a-77a69e931800/juice+theory+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/db199f08-28bd-4fbb-bf13-2f0b340dfe7b/juicy+theory+bottle.jpeg"
"","afa08b79-d5ac-4616-8672-c61b5265afe8","","","","","","GE-JT-100","Size","100ml","","","","","","","","","","","94.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ea4cc843-bd49-4e31-ac22-98e09c6ca451","","","","","","GE-JT-150","Size","150ml","","","","","","","","","","","104.99","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e1dfd1d7-8c02-41d8-b058-0e2cbad579d8","","","","","","GE-JT-500","Size","500ml","","","","","","","","","","","159.99","129.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"683b8bdf6708fc15e19fcaf7","b77a5666-06ea-4475-a692-6220a78b54de","PHYSICAL","substances-oils","naughty-secrets","Naughty Secrets","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Imagination, Louis Vuitton</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Citron, Calabrian Bergamot and Sicilian Orange</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes:</span></strong><span> Tunisian Neroli, Nigerian Ginger, and Ceylon Cinnamon</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Chinese Black Tea, Ambroxan, Guaiac Wood, and Olibanum</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Citrus misbehaves in this scent. A sharp spark of Sicilian orange and Calabrian bergamot leads you somewhere bright... before Tunisian neroli and Nigerian ginger start whispering secrets. By the time Ceylon cinnamon kicks in, you're already in too deep. Grounded by smoky Chinese black tea, warm ambroxan, and a touch of holy olibanum, Imaginasty doesn’t just scent the room—it leaves stories behind.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">For the chill ones who secretly indulge.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Fresh. Refined. Sleek.</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-c-500","Size","500ml","","","","","","","","","","","1600.00","129.99","Yes","Unlimited","/gilded-exotics-collection, /wood-musk","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cf6afe80-efe0-4439-93f5-2212a24e63d8/imaginaughty.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/22733161-5dec-4723-aee8-42e2c159382f/naughty+secrets+bottle.jpeg"
"","c27407d1-0413-43d5-a19d-7ffe585bd1b9","","","","","","GE-NS-150","Size","150ml","","","","","","","","","","","105.00","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6747e348-7104-49b0-8852-a04b6efc4279","","","","","","GE-NS-100","Size","100ml","","","","","","","","","","","95.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5b4239f0-7cda-4d4d-b46a-871545dd7f95","","","","","","GE-NS-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"683b9524397acc7eac0c288d","81a6374f-da6a-4eb3-8c39-f25b18079e5d","PHYSICAL","substances-oils","sticky-situation","Sticky Situation","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""/gilded-exotics"">A GILDED EXOTICS COLLECTION</a></h4><pre><code>Inspired By: Ambre Narguile, Hermès</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Cinnamon, Honey ,and Rum</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Orchid and Tobacco</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes:</span></strong><span> Tonka Bean, Vanilla, Benzoin, Labdanum, Caramel, and Musk</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Cinnamon, honey, and rum start this scent like a sultry whisper—warm, sweet, and totally irresistible. Orchid and tobacco tease your senses in the middle, turning up the heat just enough to keep you hooked. Then tonka bean, vanilla, caramel, and musk wrap you in a sticky, decadent finish that’s as scandalous as it is comforting.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">It’s the kind of scent that flirts hard but plays nice—just like you.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Smooth. Warm. Composed.</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-SS-500","Size","500ml","","","","","","","","","","","160.00","129.00","Yes","Unlimited","/fall-season, /gilded-exotics-collection, /wood-musk","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8ae9b861-90f1-4939-a36b-721a9df43c57/sticky+situation+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8742f8fe-2003-43cd-821a-75f0463c53b5/sticky+situation+bottle.jpeg"
"","be096965-64cb-4b5a-b67a-674fc2ca9e09","","","","","","GE-SS-150","Size","150ml","","","","","","","","","","","105.00","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4e79465d-eeab-4607-bf9d-0add9e11ae99","","","","","","GE-SS-100","Size","100ml","","","","","","","","","","","95.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","adc7d5fb-2081-496a-9419-25beae8c268d","","","","","","GE-SS-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"683b98ca397acc7eac0c2b5b","25096321-0383-4bbc-972d-9089d7b42a52","PHYSICAL","substances-oils","sweet-juliet","Sweet Juliet","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: N°5, CHANEL</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Aldehydes, Ylang-Ylang, Neroli, Bergamot, and Lemon</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Iris, Jasmine, Rose, Orris Root, and Lily-of-the-Valley</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Civet, Musk, Sandalwood, Amber, Moss, Vanilla, Vetiver, and Patchouli</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Don’t let the florals fool you—this scent’s got attitude. Bright aldehydes and zesty citrus open the show, while a lush bouquet of iris, jasmine, and rose flirts wildly in the middle. The base? A sultry mix of musk, sandalwood, and vanilla with just a whisper of civet and patchouli to keep things deliciously dangerous.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Fierce, flirty, and totally unforgettable.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Bright. Floral. Classic</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","OIL-MNS-500","Size","500ml","","","","","","","","","","","160.00","129.99","Yes","4","/gilded-exotics-collection","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/faf7b8b2-c0e5-4db0-a51f-1120c72e148b/sweet+juliet+scent.png"
"683b9a356708fc15e19fd34d","085cd108-7b11-4b0f-b8a9-96d9de6f6648","PHYSICAL","substances-oils","the-good-boys-1","The Good Boys","<h3 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""https://www.whiffedaromas.com/gilded-exotics"">A GILDED EXOTICS COLLECTION</a></h3><pre><code>Inspired By: Light Blue Homme, Dolce &amp; Gabanna</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Grapefruit, Bergamot, Sicilian Mandarin and Juniper</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes:</span></strong><span> Pepper, Rosemary and Brazilian Rosewood</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Musk, Incense, and Oakmoss</span></p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Fresh grapefruit and zesty mandarin kick things off, like the charming guy who’s almost too good to be true. The middle spices it up with a peppery punch, rosemary’s herbal flair, and smooth rosewood vibes — keeping you guessing. Finally, a smoky, musky base with incense and oakmoss wraps it all up in a rugged, irresistible hug.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Good? Yes. But with a naughty streak you can’t resist.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Fresh. Spiced. Structured.</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","DC-TGB-500","Size","500ml","","","","","","","","","","","159.99","129.99","Yes","Unlimited","/gilded-exotics-collection, /lightfresh-ish, /fruit-ish","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c638591c-53d8-41d0-9af7-3f73d0f157cc/the+good+boys+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/9b554698-c303-4a56-a1be-846f0d447229/the+good+boys+bottle.jpeg"
"","ed0d4551-ec64-499f-9821-848f1f78781c","","","","","","DC-TGB-150","Size","150ml","","","","","","","","","","","104.99","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","373fba05-ca2e-4d35-b23c-68d3bf59f9be","","","","","","DC-TGB-100","Size","100ml","","","","","","","","","","","94.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","db7ec913-e064-449b-80ce-ba03d5c7900d","","","","","","DC-TGB-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
